作答ID,用户ID,开始时间,结束时间,作答时长(秒),作答渠道,发布ID,问卷发布名称,IP,经度,纬度,省份,城市,设备类型,操作系统类型,浏览器类型,屏幕分辨率,随机元素,音乐A,您对音频A的感受评价是？,音乐B,您对音频B的感受评价是？,音乐C,您对音频C的感受评价是？,音乐D,您对音频D的感受评价是？,音乐E,您对音频E的感受评价是？,音乐F,您对音频F的感受评价是？,音乐G,您对音频G的感受评价是？,音乐H,您对音频H的感受评价是？,音乐I,您对音频I的感受评价是？,音乐J,您对音频J的感受评价是？,音乐Z,您对音频Z的感受评价是？,音乐K,您对音频K的感受评价是？,音乐L,您对音频L的感受评价是？,音乐M,您对音频M的感受评价是？,音乐N,您对音频N的感受评价是？,音乐O,您对音频O的感受评价是？,音乐P,您对音频P的感受评价是？,在刚才的音频片段中，你是否听到了人声演唱或说唱？如果有，请判断主要是男声还是女声。,音乐Q,您对音频Q的感受评价是？,音乐R,您对音频R的感受评价是？,音乐S,您对音频S的感受评价是？,音乐T,您对音频T的感受评价是？,音乐U,您对音频U的感受评价是？,音乐V,您对音频V的感受评价是？,音乐v,您对音频v的感受评价是？,音乐W,您对音频W的感受评价是？,音乐X,您对音频X的感受评价是？,音乐Y,您对音频Y的感受评价是？,下面是一些描述人们性格特点的句子，请根据每个句子与您的性格相符程度选择相应的数字。??例如：“在集体活动中，我是个活跃分子”非常恰当的描述您，那么请您在“6=完全同意”上画圈，依此类推。每个人的性格各不相同，所以答案没有对错之分，请根据您的实际情况作答。1=完全不符合，2=大部分不符合，3=有点不符合，4=有点符合，5=大部分符合，6=完全符合,我常感到害怕,一旦确定了目标，我会坚持努力地实现它,我觉得大部分人基本上是心怀善意的,我头脑中经常充满生动的画面,我对人多的聚会感到乏味,此题请选择1,有时我觉得自己一无是处,我常常是仔细考虑之后才做出决定,我不太关心别人是否受到不公正的待遇,我是个勇于冒险，突破常规的人,在热闹的聚会上，我常常表现主动并尽情玩耍,别人一句漫不经心的话，我常会联系在自己身上,别人认为我是个慎重的人,我时常觉得别人的痛苦与我无关,我喜欢冒险,我尽量避免参加人多的聚会和嘈杂的环境,在面对压力时，我有种快要崩溃的感觉,我喜欢一开头就把事情计划好,我是那种只照顾好自己，不替别人担忧的人,我对许多事情有着很强的好奇心,有我在的场合一般不会冷场,我常担忧一些无关紧要的事情,我工作或学习很勤奋,虽然社会上有些骗子，但我觉得大部分人还是可信的,我身上具有别人没有的冒险精神,在一个团体中，我希望处于领导地位,我常常感到内心不踏实,我是个倾尽全力做事的人,当别人向我诉说不幸时，我常感到难过,我渴望学习一些新东西，即使它们与我的日常生活无关,别人多认为我是一个热情和友好的人,我常担心有什么不好的事情要发生,在工作上，我常只求能应付过去便可,尽管人类社会存在着一些阴暗的东西（如战争、罪恶、欺诈），我仍然相信人性总的来说是善良的,我的想象力相当丰富,我喜欢参加社交与娱乐聚会,我很少感到忧郁或沮丧,做事讲究逻辑和条理是我的一个特点,我常为那些遭遇不幸的人感到难过,我很愿意也很容易接受那些新事物、新观点、新想法,我希望成为领导者而不是被领导者,请问您在音乐知识或演奏技能方面的熟悉程度如何？,您对音乐的接触频率是？,您的性别是？,您的年龄是？,您的主要职业是？,您从小到18岁主要在哪个城市/地区生活？,您目前或过去半年主要居住地是哪里？,,
WPWmKAqVzrG,VMJ343J7,2025/3/21 17:23,2025/3/21 17:45,1265,1,UB36Fz,音乐片段感受调研问卷_见数数据库3,182.104.96.63,115.795218,29.173839,江西省,南昌市,MOBILE,Android,WeChat,360px*792px,"C5,C3,M1,S3,U3,I5,C2,S2,U4,I3,M2,test1,M3,U5,S5,I2,I4,M4,M5,test2,S1,C1,S4,U2,U1,I1,C4",1,6,1,4,1,5,1,4,1,5,1,4,1,4,1,6,1,3,1,5,1,6,1,4,1,5,1,4,1,5,1,5,1,6,出现了男声,1,3,1,3,1,4,1,4,1,4,1,6,1,6,1,5,1,4,1,4,1,2,5,5,6,3,1,3,6,3,4,5,4,4,4,6,3,3,5,4,6,4,3,5,5,5,5,3,5,4,4,5,2,3,4,6,5,3,4,3,6,6,纯粹爱好/不了解：不涉及任何乐理或演奏学习，听歌只为娱乐放松,我每周里有3~5天会听音乐，每次时长不限,男,25-34岁,普通职员(公司/企业/事业单位/党政机关),江西省九江市,江西省九江市,0,-1
gnEDKmNmYzk,me3bpGoL,2025/3/21 17:24,2025/3/21 17:44,1252,1,UB36Fz,音乐片段感受调研问卷_见数数据库3,112.96.167.129,113.272709,23.211134,广东省,广州市,MOBILE,Android,WeChat,393px*851px,"M4,M3,S1,I2,I5,I1,S4,U5,U2,C3,C5,U1,U3,S5,test2,C1,U4,M2,S3,M5,C2,C4,I3,I4,test1,M1,S2",1,4,1,4,1,5,1,2,1,5,1,5,1,6,1,6,1,4,1,5,1,5,1,6,1,4,1,6,1,6,1,6,1,5,出现了男声,1,4,1,3,1,3,1,4,1,4,1,7,1,6,1,5,1,4,1,6,1,2,5,5,5,2,1,1,3,2,4,5,2,3,2,4,1,2,3,2,4,5,1,4,5,4,4,2,5,4,5,5,2,2,5,4,4,4,4,5,5,4,一般了解：仅了解少量乐理，主要是听歌，偶尔有一些简单演奏或相关知识,我每周里有3~5天会听音乐，每次时长不限,女,25-34岁,领导干部(公司/企业/事业单位/党政机关),广州市,广州市,1,0
gnEDKmypqOO,pLzXDNxM,2025/3/21 17:31,2025/3/21 17:48,1060,1,UB36Fz,音乐片段感受调研问卷_见数数据库3,183.197.102.234,115.613936,37.567568,河北省,衡水市,MOBILE,Android,Chrome,407px*904px,"U4,M1,C5,U3,I1,S4,I5,S5,S3,M2,U2,C1,C2,S1,M5,C4,M3,I2,U5,U1,test2,M4,I3,S2,I4,test1,C3",1,5,1,3,1,3,1,5,1,3,1,3,1,5,1,5,1,5,1,5,1,6,1,4,1,6,1,5,1,6,1,5,1,4,出现了男声,1,1,1,1,1,1,1,4,1,1,1,4,1,3,1,6,1,6,1,4,1,2,5,6,4,3,1,1,5,3,2,4,4,4,4,2,4,3,5,2,3,4,2,5,5,3,3,2,5,5,5,5,1,3,5,4,4,5,5,4,5,3,一般了解：仅了解少量乐理，主要是听歌，偶尔有一些简单演奏或相关知识,我每周里有3~5天会听音乐，每次时长不限,女,25-34岁,普通职员(公司/企业/事业单位/党政机关),石家庄,杭州,1,-1
mn9oXQ0jogO,27akzRwe,2025/3/21 17:23,2025/3/21 17:42,1140,1,UB36Fz,音乐片段感受调研问卷_见数数据库3,39.144.98.244,112.84894,35.53675,山西省,长治市,MOBILE,Android,WeChat,360px*804px,"C5,C4,U3,U5,test1,S4,M1,I2,M5,S2,M3,U4,I3,S1,I4,C2,C1,I5,test2,M4,M2,U1,I1,S5,U2,C3,S3",1,3,1,3,1,5,1,1,1,3,1,4,1,5,1,4,1,3,1,6,1,7,1,1,1,5,1,2,1,4,1,3,1,5,出现了男声,1,1,1,3,1,1,1,5,1,6,1,6,1,6,1,5,1,7,1,4,1,1,6,6,4,3,1,1,5,3,2,5,5,6,2,2,2,2,5,2,4,5,3,5,5,1,5,1,6,4,6,4,2,1,6,4,4,2,6,4,4,4,纯粹爱好/不了解：不涉及任何乐理或演奏学习，听歌只为娱乐放松,我每周里有3~5天会听音乐，每次时长不限,女,25-34岁,普通职员(公司/企业/事业单位/党政机关),山西省晋城市,山西省晋城市,0,-1
NRQkKo3V0db,9LQR40Be,2025/3/21 17:24,2025/3/21 17:42,1091,1,UB36Fz,音乐片段感受调研问卷_见数数据库3,140.237.153.221,118.5125654,26.6341876,福建省,南平市,MOBILE,iOS,WeChat,414px*896px,"C4,M5,U4,I4,U3,C2,I3,S1,I1,test2,U2,M3,M2,S4,test1,S3,C3,I5,S5,C5,M4,S2,M1,C1,I2,U5,U1",1,5,1,2,1,5,1,2,1,5,1,3,1,4,1,5,1,3,1,5,1,5,1,2,1,6,1,3,1,6,1,2,1,1,出现了男声,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,2,1,3,1,2,1,2,6,6,6,2,1,2,5,1,6,5,1,6,2,5,2,1,6,2,5,5,2,6,6,6,6,1,5,4,5,5,1,2,5,5,5,5,5,5,5,6,一般了解：仅了解少量乐理，主要是听歌，偶尔有一些简单演奏或相关知识,我几乎每天都听音乐，但每天不到 1 小时,女,25-34岁,普通职员(公司/企业/事业单位/党政机关),南平市,南平市,0,0
Q482K9Qk4Yv,5LmQd5KL,2025/3/21 17:29,2025/3/21 17:42,751,1,UB36Fz,音乐片段感受调研问卷_见数数据库3,171.10.105.122,113.44897,35.217968,河南省,郑州市,MOBILE,Android,WeChat,393px*873px,"test2,M4,U1,M2,S5,M5,M3,C3,M1,I2,I4,S1,S3,U4,C1,I3,S4,C2,U2,U3,U5,I5,test1,C5,S2,I1,C4",6,4,1,3,1,4,1,2,1,5,1,5,1,3,1,6,1,5,1,5,1,5,1,4,1,2,1,4,1,5,1,3,1,2,出现了男声,1,1,1,2,1,2,8,2,1,4,1,5,1,4,1,4,1,4,1,5,1,1,4,4,5,2,1,2,5,3,4,3,3,5,3,3,2,2,5,2,3,3,4,5,4,3,2,2,5,4,4,5,2,2,4,4,5,4,4,5,4,4,一般了解：仅了解少量乐理，主要是听歌，偶尔有一些简单演奏或相关知识,我每周里有3~5天会听音乐，每次时长不限,男,35-44岁,领导干部(公司/企业/事业单位/党政机关),河南郑州,河南郑州,1,0
mnOXJrPmYEK,qM6wk607,2025/3/17 21:32,2025/3/17 21:50,1079,1,Y7vqQj,音乐片段感受调研问卷_见数数据库3,223.104.67.234,113.206797,23.398978,广东省,广州市,MOBILE,Android,WeChat,360px*800px,"U2,C3,I2,I1,M4,U4,C2,M3,M1,S5,I5,test2,C4,I3,M5,M2,C5,I4,S3,S1,S4,S2,C1,U1,test1,U3,U5",1,5,1,4,1,5,1,3,1,5,1,4,1,6,1,5,1,5,1,5,1,5,1,4,1,5,1,4,1,5,1,4,1,4,出现了男声,1,3,1,4,1,3,1,4,1,4,1,5,1,6,1,6,1,5,1,4,1,2,5,5,3,3,1,1,4,2,3,3,3,5,4,3,3,2,5,1,5,3,2,4,4,3,4,2,5,4,5,4,2,2,5,3,3,4,5,4,5,5,一般了解：仅了解少量乐理，主要是听歌，偶尔有一些简单演奏或相关知识,我几乎每天都听音乐，但每天不到 1 小时,女,18-25岁,初高中学生/大学生/研究生/博士,安徽合肥,上海,-1,0
mnOXzVaKVZp,yevDBEN7,2025/3/17 21:16,2025/3/17 21:35,1176,1,Y7vqQj,音乐片段感受调研问卷_见数数据库3,223.104.122.122,114.261469,30.53012,湖北省,武汉市,MOBILE,iOS,WeChat,414px*896px,"I2,S1,I3,I4,C3,C1,U1,M3,U5,U4,S2,C5,C2,C4,U2,M1,S4,U3,test1,I1,S5,M5,test2,S3,M4,M2,I5",1,7,1,5,1,5,2,3,2,6,1,5,1,5,1,6,1,4,1,6,2,6,1,5,1,7,1,4,1,5,2,5,1,5,出现了男声,1,2,1,2,1,1,2,3,1,2,1,5,1,5,1,5,1,3,1,6,1,1,5,5,6,2,1,1,5,2,6,6,2,5,3,6,2,2,5,1,6,6,2,6,5,5,5,2,5,5,6,5,1,2,5,5,6,6,5,5,6,4,纯粹爱好/不了解：不涉及任何乐理或演奏学习，听歌只为娱乐放松,我每周里有3~5天会听音乐，每次时长不限,男,35-44岁,领导干部(公司/企业/事业单位/党政机关),武汉市,武汉市,0,0
XOjK80W8JRB,9LQX8jb7,2025/3/17 21:15,2025/3/17 21:32,996,1,Y7vqQj,音乐片段感受调研问卷_见数数据库3,39.144.170.218,117.2506507,29.3148033,江西省,萍乡市,MOBILE,iOS,Apple WebKit,428px*926px,"M2,S5,U2,S4,C4,C2,S3,M5,U1,M4,U5,I4,U3,I2,I5,test2,C5,S1,U4,test1,S2,C1,I3,M3,I1,C3,M1",1,4,1,6,1,3,1,4,1,4,1,5,1,5,1,5,1,7,1,5,1,5,1,6,1,5,1,6,1,6,1,5,1,7,出现了男声,1,6,1,7,1,6,1,7,1,7,1,7,1,7,1,7,1,5,1,7,1,1,6,6,5,2,1,1,6,1,5,5,1,4,1,4,1,1,6,1,5,5,1,6,5,5,5,1,6,6,6,6,1,1,6,5,5,4,5,6,6,5,一般了解：仅了解少量乐理，主要是听歌，偶尔有一些简单演奏或相关知识,我几乎每天都听音乐，但每天 1~2 小时左右,女,25-34岁,领导干部(公司/企业/事业单位/党政机关),景德镇市珠山区,南昌市东湖区,0,0
lxWYQkpnrE4,J7qd4GpM,2025/3/17 21:07,2025/3/17 21:26,1147,1,Y7vqQj,音乐片段感受调研问卷_见数数据库3,122.230.103.106,120.129462,30.537648,浙江省,湖州市,MOBILE,Android,WeChat,360px*800px,"U3,I4,C4,M4,test1,C1,U1,M2,M1,M5,I2,U5,C5,S3,I1,S5,C3,S4,I5,U2,C2,S2,I3,U4,M3,S1,test2",1,5,1,6,1,5,1,6,1,4,1,3,1,6,1,7,1,3,1,5,1,5,1,3,1,5,1,6,1,5,1,5,1,3,出现了男声,1,1,1,3,1,2,1,5,1,3,1,7,1,7,1,5,1,7,1,6,1,1,6,5,6,4,1,1,6,2,4,2,4,5,3,3,5,1,6,2,4,2,1,6,5,3,2,2,6,4,4,5,1,2,6,5,3,4,5,5,4,3,纯粹爱好/不了解：不涉及任何乐理或演奏学习，听歌只为娱乐放松,我几乎每天都听音乐，但每天 1~2 小时左右,女,25-34岁,普通职员(公司/企业/事业单位/党政机关),浙江省湖州市德清县,浙江省湖州市德清县,0,0
mnOX3QBEmlD,Ke5NgnNM,2025/3/17 20:57,2025/3/17 21:19,1314,1,Y7vqQj,音乐片段感受调研问卷_见数数据库3,223.104.122.196,112.136911,32.036866,湖北省,襄阳市,COMPUTER,Windows,Firefox,2176px*1224px,"U5,M5,U1,S3,M2,S2,I1,C4,test1,I2,S5,M1,M3,I3,C3,I4,M4,U4,S4,C1,test2,S1,C2,U3,U2,I5,C5",1,7,1,6,1,4,1,5,1,7,1,7,1,5,1,7,1,6,1,6,1,7,1,7,1,7,1,6,1,5,1,7,1,5,出现了男声,1,2,1,2,1,1,1,1,1,4,1,4,1,5,1,7,1,4,1,5,1,2,5,5,4,2,1,3,4,1,5,5,3,5,2,4,2,4,6,1,5,4,3,5,4,4,5,2,5,4,6,5,3,3,5,6,4,4,6,4,6,6,一般了解：仅了解少量乐理，主要是听歌，偶尔有一些简单演奏或相关知识,我几乎每天都听音乐，但每天不到 1 小时,男,35-44岁,普通职员(公司/企业/事业单位/党政机关),武汉,襄阳,-1,-1
bNkKORZakWX,VMJ0kO1L,2025/3/17 20:57,2025/3/17 21:17,1203,1,Y7vqQj,音乐片段感受调研问卷_见数数据库3,27.22.45.137,112.1531153,32.0612032,湖北省,襄阳市,COMPUTER,Windows,Chrome,1951px*1098px,"C2,C3,I2,I3,I4,U1,M5,S3,U2,M3,test2,C4,M2,C1,M1,U3,I5,U5,C5,S5,I1,test1,S1,S2,S4,M4,U4",1,7,1,3,1,4,1,2,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,6,1,6,1,3,出现了男声,1,3,1,4,1,3,1,1,1,6,1,5,1,6,1,5,1,4,1,5,1,3,6,3,6,3,1,2,6,1,4,4,3,4,1,5,5,6,6,2,6,4,4,4,5,5,5,1,6,4,6,5,4,2,5,4,5,3,5,5,6,6,一般了解：仅了解少量乐理，主要是听歌，偶尔有一些简单演奏或相关知识,我几乎每天都听音乐，但每天不到 1 小时,男,35-44岁,领导干部(公司/企业/事业单位/党政机关),河南南阳,湖北襄阳,-1,0
vNn2gXbvwXX,p7YxvQlM,2025/3/17 20:57,2025/3/17 21:17,1190,1,Y7vqQj,音乐片段感受调研问卷_见数数据库3,183.9.111.103,113.185196,23.452792,广东省,广州市,MOBILE,Android,WeChat,400px*889px,"S1,M2,C5,S3,M5,S4,S5,M3,C4,C1,M4,I4,U4,M1,I5,I1,test1,I3,U2,test2,S2,U3,U1,I2,C2,U5,C3",1,5,1,5,1,3,1,2,1,2,1,5,1,7,1,6,1,7,1,7,1,7,1,6,1,6,1,6,1,6,1,6,1,5,出现了男声,1,1,1,2,1,1,1,3,1,5,1,5,1,5,1,5,1,3,1,5,1,2,5,5,5,2,1,1,6,1,6,5,1,4,1,6,2,2,5,2,5,5,5,5,6,6,5,1,5,6,6,6,1,2,6,5,6,6,6,6,5,5,纯粹爱好/不了解：不涉及任何乐理或演奏学习，听歌只为娱乐放松,我几乎每天都听音乐，且每天超过 2 小时,女,35-44岁,领导干部(公司/企业/事业单位/党政机关),广东省深圳市,广东省广州市,0,0
vNn2Bak0DOx,pLzEnw37,2025/3/17 20:57,2025/3/17 21:14,994,1,Y7vqQj,音乐片段感受调研问卷_见数数据库3,49.93.96.9,120.100307,33.333333,江苏省,苏州市,MOBILE,Android,Chrome,407px*904px,"C4,test2,S1,U1,C1,U5,M3,M4,M2,S2,I1,I2,M5,U4,S5,C2,M1,I3,C3,I4,S4,S3,test1,C5,I5,U2,U3",1,6,1,6,1,6,1,7,1,7,1,6,1,7,1,7,1,7,1,6,1,7,1,7,1,7,1,6,1,7,1,7,1,6,出现了男声,1,5,1,5,1,5,1,7,1,5,1,6,1,6,1,5,1,6,1,5,1,1,6,6,6,1,1,1,6,1,5,5,1,3,1,5,2,1,6,1,6,5,1,5,5,5,4,1,5,6,6,6,1,1,6,6,5,5,6,6,6,4,纯粹爱好/不了解：不涉及任何乐理或演奏学习，听歌只为娱乐放松,我几乎每天都听音乐，但每天 1~2 小时左右,女,25-34岁,普通职员(公司/企业/事业单位/党政机关),苏州,苏州,0,-1
mnOWKJ44P24,kM19n1QM,2025/3/11 21:05,2025/3/11 21:24,1101,1,Y7vqQj,音乐片段感受调研问卷_见数数据库3,117.61.84.8,117.926977,24.480815,广东省,广州市,MOBILE,Android,Chrome,360px*800px,"U4,test2,C2,U1,I5,I3,S2,C1,M3,M4,C4,S4,S5,S1,S3,I2,I1,U2,C3,C5,M1,U3,M5,U5,test1,I4,M2",1,5,1,5,1,5,1,7,1,3,1,6,1,6,1,7,1,6,1,6,1,7,1,5,1,5,1,5,1,5,1,6,1,2,出现了男声,1,1,1,1,1,2,1,2,1,2,1,6,1,6,1,5,1,5,1,5,1,1,6,5,5,2,1,2,6,1,5,5,1,5,1,5,2,2,5,1,5,5,2,5,6,4,4,2,6,6,5,6,2,2,5,6,5,5,5,5,5,5,纯粹爱好/不了解：不涉及任何乐理或演奏学习，听歌只为娱乐放松,我几乎每天都听音乐，但每天不到 1 小时,女,18-25岁,普通职员(公司/企业/事业单位/党政机关),厦门,厦门,0,-1
gngZE18zVyO,0eyby39M,2025/3/11 20:41,2025/3/11 21:00,1162,1,Y7vqQj,音乐片段感受调研问卷_见数数据库3,153.35.225.107,120.138757,31.987677,江苏省,泰州市,MOBILE,Android,Chrome,360px*760px,"S4,U2,M3,C3,S3,S1,M5,U3,C1,I5,M4,S2,I2,C4,U4,C2,M1,S5,U1,I1,test1,I4,I3,C5,M2,test2,U5",1,4,1,5,1,4,1,2,1,3,1,4,1,3,1,2,1,3,1,6,1,5,1,3,1,2,1,3,1,5,1,4,1,2,出现了男声,1,1,1,1,1,2,2,1,1,2,1,2,1,3,1,4,1,2,1,3,1,1,5,6,5,4,1,1,5,1,6,2,3,4,1,4,4,1,4,2,5,1,1,6,5,6,5,1,5,4,5,4,1,2,4,5,2,5,5,4,6,4,较为熟悉：自学/半专业，曾经系统练习或参加乐团/乐队，对乐理或技能有一定掌握,我几乎每天都听音乐，但每天不到 1 小时,女,25-34岁,普通职员(公司/企业/事业单位/党政机关),苏州,苏州,-1,1
Q4vP89RZWrQ,J7qWZq4e,2025/3/11 20:36,2025/3/11 21:00,1438,1,Y7vqQj,音乐片段感受调研问卷_见数数据库3,42.232.248.207,114.280319,35.739617,河南省,鹤壁市,MOBILE,Android,Chrome,360px*803px,"C2,I5,I1,I3,S3,U5,U1,I2,C4,U4,M1,M2,C5,S5,S2,U2,M3,S4,M4,C1,test1,U3,C3,test2,S1,I4,M5",1,6,1,5,1,6,1,6,1,7,1,7,1,5,1,6,1,6,1,6,1,6,1,4,1,5,1,5,1,5,1,5,1,3,出现了男声,1,3,1,2,1,3,1,4,1,4,1,6,1,7,1,5,1,4,1,5,1,1,6,5,4,5,1,2,6,2,1,3,5,6,1,1,6,2,6,2,4,2,3,6,5,2,3,2,6,5,6,5,2,4,6,4,2,5,6,5,5,2,一般了解：仅了解少量乐理，主要是听歌，偶尔有一些简单演奏或相关知识,我每周里1~2天会听音乐,女,45-54岁,普通职员(公司/企业/事业单位/党政机关),县城,市区,-1,0
mnOW9D01PZp,z7APjBPM,2025/3/11 20:39,2025/3/11 20:57,1078,1,Y7vqQj,音乐片段感受调研问卷_见数数据库3,221.208.70.135,126.632324,45.711712,黑龙江省,哈尔滨市,MOBILE,Android,Chrome,360px*796px,"U3,S1,U4,S2,U1,C3,I4,I3,C5,M2,I2,test2,S5,I5,M1,U5,U2,M3,C2,M4,M5,S4,C1,I1,C4,S3,test1",1,6,1,4,1,6,1,5,1,5,1,6,1,6,1,5,1,5,1,5,1,6,1,4,1,6,1,4,1,6,1,4,1,4,出现了男声,1,3,1,4,1,3,1,5,1,5,1,4,1,5,1,5,1,5,1,6,1,1,6,5,5,4,1,1,5,1,6,5,2,4,3,3,3,2,5,3,6,5,3,6,6,5,5,3,6,5,5,4,2,2,5,5,5,6,5,6,5,5,一般了解：仅了解少量乐理，主要是听歌，偶尔有一些简单演奏或相关知识,我几乎每天都听音乐，但每天不到 1 小时,女,25-34岁,普通职员(公司/企业/事业单位/党政机关),哈尔滨,哈尔滨,-1,-1
XOjWAj99qnB,pLzqxGx7,2025/3/11 20:40,2025/3/11 20:56,971,1,Y7vqQj,音乐片段感受调研问卷_见数数据库3,1.83.82.35,109.38451,34.403059,陕西省,西安市,MOBILE,Android,Chrome,360px*800px,"M4,U1,I5,S1,M3,M2,I2,C4,S4,I3,M5,S5,C3,M1,I1,I4,S3,S2,test1,U2,C1,test2,C2,U4,U3,C5,U5",1,4,1,5,1,6,1,5,1,6,1,6,1,5,1,5,2,6,1,5,1,4,1,5,1,6,1,5,2,6,1,4,1,6,出现了男声,1,3,1,3,1,4,1,4,1,4,1,5,1,5,1,5,1,3,1,3,1,3,6,5,5,3,1,2,6,2,5,4,3,4,4,4,4,2,5,3,4,2,3,5,5,5,4,2,6,5,5,5,2,5,5,5,5,4,5,4,5,5,较为熟悉：自学/半专业，曾经系统练习或参加乐团/乐队，对乐理或技能有一定掌握,我几乎每天都听音乐，但每天 1~2 小时左右,女,35-44岁,领导干部(公司/企业/事业单位/党政机关),北京,北京,0,1
oBOZoYB5KOO,Ke5o5Y07,2025/3/11 20:15,2025/3/11 20:37,1348,1,Y7vqQj,音乐片段感受调研问卷_见数数据库3,120.227.157.112,113.0087454,28.2141151,湖南省,长沙市,COMPUTER,Windows,Chrome,1280px*720px,"I2,I4,U2,I5,U5,U3,S5,C3,I3,test1,M4,S3,S2,M1,S4,C1,C4,C5,M2,U4,M5,test2,I1,C2,M3,U1,S1",1,6,1,3,1,4,1,5,1,5,1,5,1,6,1,6,1,7,1,7,1,7,1,4,1,6,1,5,1,6,1,7,1,5,出现了男声,2,4,1,5,1,5,1,6,1,5,1,6,1,7,1,5,1,3,1,7,1,2,5,5,5,5,1,2,6,4,3,1,5,5,4,3,6,4,4,3,4,3,4,4,5,3,3,3,4,5,4,5,4,5,5,5,4,5,4,6,5,4,一般了解：仅了解少量乐理，主要是听歌，偶尔有一些简单演奏或相关知识,我几乎每天都听音乐，但每天 1~2 小时左右,女,18-25岁,普通职员(公司/企业/事业单位/党政机关),湖南永州东安,湖南永州祁阳,-1,0
oBOZmaY32l4,p7Y30x0e,2025/3/11 19:36,2025/3/11 20:01,1491,1,Y7vqQj,音乐片段感受调研问卷_见数数据库3,223.13.10.126,111.521317,36.089998,山西省,临汾市,MOBILE,Android,Chrome,360px*800px,"S1,M3,M5,U5,S3,M4,S5,C2,S2,C1,C4,I2,I4,I3,C3,M2,S4,U4,test2,C5,U1,I1,M1,U2,test1,U3,I5",1,4,1,4,1,4,1,5,1,5,1,7,1,6,1,7,1,7,1,6,1,7,1,3,1,7,1,5,1,5,1,3,1,5,出现了男声,1,2,1,4,1,3,1,4,1,5,1,6,1,6,1,5,1,4,1,6,1,2,5,5,4,4,1,3,5,3,3,3,2,4,3,3,4,3,5,1,4,3,1,4,5,3,3,1,5,6,4,4,3,1,5,3,3,5,6,5,4,3,纯粹爱好/不了解：不涉及任何乐理或演奏学习，听歌只为娱乐放松,我每周里1~2天会听音乐,女,35-44岁,领导干部(公司/企业/事业单位/党政机关),临汾,临汾,0,-1
mnOopdVNd94,nePq9VoM,2025/3/11 19:37,2025/3/11 19:56,1182,1,Y7vqQj,音乐片段感受调研问卷_见数数据库3,175.2.123.84,113.094581,28.246089,湖南省,长沙市,MOBILE,Android,Chrome,377px*831px,"I1,M2,C1,U4,test1,I4,M1,U5,S1,M3,M4,C2,test2,C5,S4,C4,I2,S2,I3,C3,M5,S5,I5,U1,S3,U2,U3",1,5,1,4,1,6,1,4,1,3,1,3,1,5,1,3,1,7,1,6,1,5,1,4,1,4,1,2,1,4,1,2,1,2,出现了男声,1,4,1,3,1,2,1,4,1,4,1,5,1,5,1,6,1,4,1,5,1,2,5,5,5,2,1,1,5,2,4,5,5,4,3,4,2,3,5,3,5,4,2,5,5,4,5,2,5,4,5,5,2,1,4,4,6,4,4,4,5,5,一般了解：仅了解少量乐理，主要是听歌，偶尔有一些简单演奏或相关知识,我几乎每天都听音乐，但每天 1~2 小时左右,女,35-44岁,领导干部(公司/企业/事业单位/党政机关),长沙,长沙,0,1
mnOopV3Qjnx,8MZn1PjM,2025/3/11 19:36,2025/3/11 19:56,1213,1,Y7vqQj,音乐片段感受调研问卷_见数数据库3,218.12.17.249,115.6736592,37.6977277,河北省,衡水市,MOBILE,iOS,Apple WebKit,390px*844px,"I1,M4,I2,S3,C5,I4,I3,test1,U4,I5,M2,U5,C1,M1,U2,U1,test2,C4,S1,S4,C3,M5,S2,S5,U3,M3,C2",1,5,1,3,1,2,1,5,1,2,1,4,1,4,1,6,1,2,1,6,1,6,1,3,1,6,1,5,1,5,1,4,1,2,出现了男声,1,1,1,2,1,1,1,3,1,1,1,2,1,3,1,5,1,2,1,3,1,4,2,4,5,4,1,5,3,2,3,2,5,3,3,4,4,6,2,2,5,2,5,2,4,3,2,4,1,4,5,3,4,4,5,5,3,2,2,5,5,2,纯粹爱好/不了解：不涉及任何乐理或演奏学习，听歌只为娱乐放松,我几乎每天都听音乐，但每天 1~2 小时左右,女,25-34岁,普通职员(公司/企业/事业单位/党政机关),河北邯郸市,河北邯郸市,-1,0
gngDll4dYKl,KLObqr17,2025/3/11 19:36,2025/3/11 19:56,1201,1,Y7vqQj,音乐片段感受调研问卷_见数数据库3,112.41.59.83,123.4364981,41.805331,辽宁省,沈阳市,COMPUTER,Windows,WeChat,1440px*900px,"I2,I3,M3,test2,M1,C3,S5,C1,S4,U5,S1,I4,I1,M5,test1,C2,U1,S2,U3,U2,M2,M4,S3,C5,U4,I5,C4",1,6,1,3,1,4,1,4,1,3,1,3,1,5,1,5,1,4,1,5,1,5,1,1,1,4,1,3,1,4,1,4,1,1,出现了男声,1,1,1,2,1,1,1,2,1,2,1,4,1,4,1,3,1,2,1,5,1,1,5,5,3,1,1,1,6,2,2,4,3,6,1,2,1,1,4,1,3,4,1,6,5,1,3,1,5,4,5,4,2,3,5,2,4,5,5,4,5,3,纯粹爱好/不了解：不涉及任何乐理或演奏学习，听歌只为娱乐放松,我每周里1~2天会听音乐,男,45-54岁,商业/服务业从业人员,辽宁省沈阳市,辽宁省沈阳市,0,0
